Object,Category,Mesh volume,Surface area,Diameter,Compactness,Rectangularity,Convexity,Eccentricity,Sphericity,extents_0,extents_1,extents_2,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19
D00478_rm.obj,Apartment,0.2066960010191662,2.1201458087396854,1.301141394189617,1.9723349334555147,0.6647999452882277,0.6706116929899484,0.45401997591580595,0.5070132780379285,1.0,0.66900241,0.49538339,0.0,0.0,0.0,0.0,0.006232,0.014412,0.045168,0.123672,0.13514,0.110716,0.082404,0.072108,0.056412,0.116576,0.13078,0.071844,0.014144,0.011512,0.00686,0.00202,0.005,0.016716,0.03106,0.042256,0.054944,0.066424,0.07912,0.099824,0.118056,0.111396,0.094432,0.073876,0.056232,0.041844,0.032088,0.02504,0.031204,0.01462,0.004496,0.001372,0.028352,0.064508,0.090276,0.105296,0.10616,0.099236,0.09066,0.080924,0.070572,0.061848,0.053188,0.04254,0.032592,0.024616,0.017968,0.013064,0.008652,0.005316,0.002976,0.001256,0.002368,0.012684,0.03558,0.063344,0.095832,0.12606,0.149596,0.160456,0.145524,0.110704,0.064568,0.02612,0.006252,0.00086,5.2e-05,0.0,0.0,0.0,0.0,0.0,0.008252,0.035796,0.078152,0.123836,0.158596,0.172,0.164764,0.13166,0.082024,0.035312,0.008504,0.00104,6.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00496_rm.obj,Apartment,0.21224122461105654,2.3075142796620716,1.3254883986823047,2.4116891675787318,0.8694077938421333,0.8459552501286369,0.49376695777400353,0.4146471334048292,0.79419331,1.0,0.35521329,0.0,0.0,0.0,0.0,0.007392,0.027628,0.030096,0.033048,0.03786,0.042724,0.053724,0.056004,0.137184,0.128908,0.12492,0.110832,0.077236,0.06528,0.04512,0.022044,0.00416,0.011628,0.020508,0.029172,0.038852,0.05376,0.071992,0.073356,0.07426,0.075364,0.073304,0.074624,0.071636,0.067488,0.071456,0.062472,0.04456,0.033124,0.023504,0.02478,0.031264,0.0686,0.09524,0.10472,0.102424,0.095328,0.08884,0.078756,0.068792,0.060336,0.051936,0.042116,0.033292,0.02528,0.01936,0.013792,0.009528,0.005708,0.003328,0.00136,0.00198,0.008832,0.021792,0.039656,0.063352,0.088092,0.113316,0.13398,0.141044,0.125116,0.095208,0.069032,0.047772,0.029736,0.014928,0.005544,0.00062,0.0,0.0,0.0,0.007196,0.025816,0.056412,0.090812,0.121132,0.144552,0.154884,0.145976,0.121596,0.079896,0.039448,0.010836,0.001368,7.2e-05,4e-06,0.0,0.0,0.0,0.0,0.0
m1339_rm.obj,AircraftBuoyant,0.16897834116435703,1.5787521292360205,1.3332538949026445,1.2185052076806655,0.4632930541749212,0.8280776142146861,0.5425219915083442,0.8206776579177909,1.0,0.63048261,0.61648814,0.0,0.0,0.0,0.0,0.0,0.00078,0.007892,0.088028,0.14238,0.1201,0.088848,0.10432,0.123456,0.13152,0.12038,0.017348,0.020816,0.033112,0.00102,0.0,0.006088,0.017856,0.035536,0.047592,0.058148,0.061764,0.069456,0.077184,0.086168,0.093608,0.100048,0.109332,0.090348,0.041536,0.032384,0.026428,0.020224,0.014864,0.00926,0.002176,0.03238,0.071536,0.085952,0.097416,0.101344,0.098564,0.090708,0.083236,0.074924,0.063236,0.053008,0.042032,0.032056,0.02424,0.017996,0.01276,0.008772,0.005716,0.003136,0.000988,0.00222,0.013964,0.038652,0.066532,0.094572,0.120012,0.138308,0.146216,0.14544,0.1249,0.06382,0.031188,0.012708,0.001468,0.0,0.0,0.0,0.0,0.0,0.0,0.006804,0.035728,0.082252,0.125508,0.15442,0.167328,0.157612,0.127736,0.087016,0.041404,0.012244,0.001936,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00651_rm.obj,Apartment,0.3745808423964329,2.821211840876366,1.4568519808678082,1.4150233172623816,0.7535214619969971,0.08067383820870908,0.6431824601265135,0.7067021354352526,1.0,0.77485158,0.7225114,0.001112,0.002432,0.007348,0.01024,0.010824,0.022696,0.035308,0.04392,0.054928,0.078848,0.080844,0.104228,0.106452,0.134408,0.125268,0.080776,0.061576,0.027532,0.010664,0.000596,0.002516,0.009936,0.019808,0.033776,0.046096,0.058076,0.071404,0.082868,0.09544,0.097632,0.097116,0.091468,0.080104,0.063956,0.051476,0.03946,0.029936,0.017904,0.007968,0.00306,0.022816,0.058768,0.085048,0.101764,0.11032,0.109356,0.100716,0.087316,0.074968,0.061468,0.04996,0.038768,0.029808,0.021704,0.016728,0.012156,0.008832,0.005536,0.003088,0.00088,0.001292,0.006968,0.02158,0.045048,0.074704,0.104492,0.13142,0.14412,0.142632,0.122732,0.094568,0.06242,0.032772,0.011976,0.00296,0.0003,1.6e-05,0.0,0.0,0.0,0.00492,0.022784,0.056084,0.096292,0.131296,0.155444,0.158256,0.140632,0.107884,0.07006,0.037128,0.014704,0.003984,0.000508,2.4e-05,0.0,0.0,0.0,0.0,0.0
D00086_rm.obj,Apartment,0.13986692751206664,1.7365402402034285,1.4345547075578284,2.366857500964315,0.9216552070578076,0.7479419971863454,0.5606577546315216,0.42250114322158216,1.0,0.93765183,0.42279575999999996,0.0,0.0,0.0,0.0,0.0101,0.038164,0.046256,0.048956,0.068924,0.076596,0.115228,0.182896,0.14532,0.104552,0.065868,0.049324,0.032812,0.014136,0.000868,0.0,0.005416,0.017748,0.030952,0.043176,0.055572,0.078044,0.085344,0.087228,0.088936,0.088292,0.08362,0.07962,0.07232,0.067144,0.060684,0.031796,0.015608,0.006688,0.001592,0.00022,0.030016,0.06562,0.092756,0.103852,0.103872,0.097852,0.089472,0.080508,0.070864,0.061836,0.053376,0.042656,0.033196,0.025164,0.018036,0.013132,0.008452,0.005224,0.002912,0.001204,0.002572,0.01384,0.035128,0.063528,0.094424,0.126172,0.151864,0.160332,0.137304,0.094596,0.062036,0.03726,0.016848,0.004008,8.8e-05,0.0,0.0,0.0,0.0,0.0,0.010424,0.03762,0.083064,0.12568,0.159528,0.175604,0.167064,0.129708,0.078152,0.02868,0.004264,0.000212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00310_rm.obj,Apartment,0.14666585705053772,1.7197077247045187,1.1965941396578488,2.0905160389468262,0.8749749457902067,0.05213243595856421,0.30236566600505566,0.47835079060373364,1.0,0.53370045,0.38340757000000003,0.0,0.003268,0.011528,0.018864,0.035668,0.062712,0.090052,0.087708,0.097972,0.081532,0.077636,0.06332,0.063948,0.0704,0.093676,0.095448,0.038392,0.00746,0.000416,0.0,0.004384,0.017604,0.041752,0.059548,0.082772,0.095064,0.10642,0.103568,0.093184,0.077008,0.064484,0.054864,0.048668,0.039664,0.03314,0.027284,0.021372,0.017724,0.00948,0.002016,0.038444,0.090428,0.110684,0.108024,0.094048,0.080576,0.071188,0.064696,0.058168,0.053696,0.047348,0.04096,0.035444,0.030076,0.0246,0.018924,0.014852,0.010108,0.005772,0.001964,0.002188,0.016192,0.05028,0.098996,0.1456,0.172412,0.169196,0.142832,0.101724,0.061564,0.029288,0.008532,0.001164,2.8e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.009348,0.052148,0.119212,0.180044,0.213412,0.192176,0.134828,0.069692,0.0243,0.004464,0.000356,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00780_rm.obj,Apartment,0.1328653872268776,1.7696684947973629,1.1669243201240516,2.775873488898163,0.9819760932907973,0.47775864901253434,0.26601986278999573,0.3602469651442701,1.0,0.52865914,0.28676102000000003,0.0,0.0,0.011496,0.025884,0.012196,0.015096,0.01852,0.024148,0.091328,0.104872,0.081032,0.077648,0.066212,0.0588,0.059688,0.080588,0.108796,0.112092,0.044844,0.00676,0.008124,0.021808,0.036356,0.04554,0.054376,0.05964,0.062528,0.065496,0.067108,0.071772,0.112136,0.07226,0.05676,0.048948,0.044256,0.038992,0.033544,0.028692,0.024852,0.046812,0.059792,0.100316,0.100632,0.096772,0.087808,0.075556,0.068472,0.062932,0.057396,0.052752,0.04936,0.040216,0.034132,0.029652,0.024564,0.020472,0.01626,0.011568,0.00778,0.003568,0.00508,0.021248,0.0459,0.073532,0.102008,0.11956,0.129224,0.123388,0.10924,0.089848,0.071668,0.054832,0.03656,0.0165,0.001412,0.0,0.0,0.0,0.0,0.0,0.018584,0.058512,0.107992,0.153512,0.177508,0.174872,0.146116,0.097556,0.047584,0.015332,0.00228,0.000148,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m463_rm.obj,Apartment,0.19971676763755689,2.1437439129385787,1.4092673537072096,2.1839227995017203,0.432727264769072,0.6625932259581871,0.6402192022410086,0.4578916435270322,1.0,0.80327769,0.58376316,0.0,0.0,0.0,0.003792,0.023208,0.060652,0.0896,0.108904,0.126852,0.1167,0.11298,0.09988,0.067076,0.054996,0.04446,0.041916,0.023296,0.01044,0.002796,0.012452,0.004996,0.02382,0.045204,0.059404,0.06978,0.0801,0.089892,0.098692,0.104532,0.099,0.089552,0.075312,0.056808,0.040924,0.02738,0.017312,0.008724,0.004784,0.002368,0.001416,0.036412,0.07662,0.092688,0.099168,0.100596,0.094944,0.087468,0.078816,0.067748,0.057328,0.04832,0.039604,0.032084,0.02568,0.020024,0.015848,0.012368,0.008008,0.004772,0.001504,0.002156,0.019108,0.056348,0.100312,0.136192,0.155476,0.1557,0.13596,0.102404,0.066184,0.03678,0.018752,0.008644,0.003748,0.00148,0.000548,0.00018,2.8e-05,0.0,0.0,0.009116,0.051776,0.118484,0.172132,0.191512,0.174848,0.13256,0.081476,0.041912,0.017632,0.00622,0.001776,0.000468,7.2e-05,1.6e-05,0.0,0.0,0.0,0.0,0.0
m465_rm.obj,Apartment,0.036177545027115225,0.7511993239364941,1.0595484261189214,2.8637493676326047,0.7564029854359009,1.0,0.07557318560198659,0.34919256946940047,1.0,0.27787193,0.21314328,0.001584,0.0143,0.048788,0.10366,0.087052,0.074224,0.064376,0.07272,0.057628,0.067576,0.066028,0.062536,0.065376,0.06662,0.072588,0.067272,0.007312,0.00036,0.0,0.0,0.012308,0.053088,0.098156,0.124248,0.109292,0.08822,0.078136,0.06978,0.062408,0.056904,0.050036,0.045208,0.037484,0.032316,0.02758,0.021824,0.016472,0.011388,0.005008,0.000144,0.095548,0.161676,0.119584,0.081376,0.059692,0.048304,0.041184,0.0373,0.03438,0.033984,0.033476,0.032036,0.033244,0.034564,0.035688,0.036348,0.03266,0.026092,0.017072,0.005792,0.007068,0.062448,0.159788,0.228424,0.229956,0.17688,0.098256,0.033056,0.004108,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031568,0.17302,0.310744,0.295812,0.153484,0.033744,0.001628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1347_rm.obj,AircraftBuoyant,0.06703467980586482,0.9893296466826546,1.1240832202804052,1.9053361987890578,0.5449227155422377,0.8224128243116406,0.18418089095173715,0.5248417579194439,1.0,0.41553180999999995,0.3014903,0.0,0.0,0.0,0.0,0.017936,0.126096,0.16138,0.108312,0.082596,0.070396,0.069776,0.068092,0.064908,0.06996,0.066876,0.056864,0.0349,0.001908,0.0,0.0,0.00998,0.031128,0.051544,0.071392,0.087288,0.107708,0.116788,0.102132,0.084144,0.070156,0.060024,0.04852,0.040956,0.033164,0.02666,0.0213,0.016836,0.011896,0.006644,0.00174,0.043196,0.097676,0.11322,0.107056,0.092524,0.077384,0.066544,0.05814,0.0525,0.0482,0.044188,0.041392,0.037616,0.034176,0.030648,0.024232,0.017296,0.009668,0.003688,0.000656,0.004752,0.028568,0.070204,0.117672,0.165168,0.195304,0.181688,0.139652,0.076416,0.019396,0.001164,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.07236,0.150412,0.212712,0.228964,0.193488,0.107952,0.020432,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00921_rm.obj,Apartment,0.1782714111080411,1.8630079498107575,1.2213797918386584,1.7989883319957396,0.7852487906741644,0.30774550942846013,0.4114047069172912,0.5558679743579172,1.0,0.5032704100000001,0.48835181,0.0,0.0,0.0,0.0,0.008656,0.02074,0.04798,0.079788,0.131976,0.13534,0.147028,0.10514,0.086976,0.099468,0.065228,0.041048,0.02046,0.00786,0.002148,0.000164,0.005164,0.017736,0.031568,0.04612,0.05958,0.071876,0.082764,0.098656,0.11396,0.116212,0.095284,0.074512,0.06236,0.05032,0.033952,0.02072,0.011788,0.005424,0.001644,0.00036,0.026828,0.062856,0.085268,0.100616,0.10802,0.10292,0.096156,0.086788,0.074668,0.063972,0.052484,0.041588,0.031376,0.022688,0.016092,0.011496,0.007736,0.004932,0.002544,0.000972,0.00242,0.01398,0.038528,0.068832,0.10102,0.129472,0.153212,0.162068,0.146272,0.105048,0.056272,0.019424,0.003244,0.000208,0.0,0.0,0.0,0.0,0.0,0.0,0.008008,0.038176,0.083804,0.129304,0.160744,0.173132,0.162368,0.126796,0.078784,0.032056,0.0064,0.000428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m56_rm.obj,AquaticAnimal,0.016282194622496374,0.5880754936145303,1.0739291459483067,6.782987062128727,0.2998487049740561,0.5102987686345501,0.12614140241842114,0.1474276732124809,1.0,0.36102247,0.15161328000000002,0.0,0.021324,0.067704,0.10768,0.114616,0.107384,0.085196,0.07032,0.094928,0.075344,0.044092,0.050044,0.046584,0.032724,0.018688,0.018808,0.01942,0.018576,0.006136,0.000432,0.024444,0.074088,0.118052,0.122216,0.113816,0.099624,0.084164,0.073076,0.064912,0.056268,0.042496,0.031616,0.026064,0.020224,0.016256,0.013096,0.009592,0.006688,0.002844,0.000464,0.112124,0.153636,0.116552,0.082972,0.06172,0.04872,0.040436,0.035496,0.03228,0.030748,0.0297,0.029076,0.030812,0.031188,0.03402,0.035052,0.035896,0.031628,0.021332,0.006612,0.017632,0.106404,0.221684,0.269472,0.210312,0.118064,0.045312,0.010164,0.00092,3.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063212,0.280564,0.387788,0.23562,0.032344,0.000472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m58_rm.obj,AquaticAnimal,0.07998837694827103,1.0620142764813176,1.1982363080247693,1.6553312815961019,0.4353912042035477,0.6796807897270024,0.36960988497958885,0.6041086827259019,1.0,0.46326513999999996,0.47027189999999996,0.0,0.0,0.0,0.0,0.0,0.115032,0.18864,0.155076,0.141788,0.113808,0.076544,0.048348,0.045836,0.03752,0.015048,0.01584,0.01356,0.015876,0.016728,0.000356,0.009328,0.029564,0.047616,0.067592,0.089472,0.112604,0.136736,0.134448,0.105556,0.07492,0.054624,0.040516,0.031192,0.0231,0.015436,0.010808,0.007324,0.005172,0.00304,0.000952,0.034732,0.075684,0.095304,0.105496,0.103248,0.09316,0.084788,0.07394,0.06374,0.054868,0.048084,0.040924,0.034456,0.027812,0.02236,0.017232,0.012244,0.007456,0.003588,0.000884,0.004104,0.026692,0.07106,0.121964,0.170472,0.205256,0.187172,0.123924,0.058172,0.02424,0.006172,0.000744,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012516,0.067912,0.144952,0.204484,0.225068,0.19106,0.112028,0.035312,0.006104,0.000556,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00859_rm.obj,Apartment,0.09969109031860568,1.467039699824066,1.2192138725439816,2.809056887104953,0.6915054137253132,0.9242860879817171,0.29090854465210625,0.3559913665652431,1.0,0.62745736,0.30459765,0.0,0.000628,0.00926,0.019928,0.047196,0.062816,0.076832,0.086972,0.093448,0.0951,0.087088,0.067056,0.068936,0.072356,0.092088,0.069472,0.046,0.004824,0.0,0.0,0.006864,0.024868,0.039088,0.063896,0.087244,0.09734,0.097108,0.093508,0.087848,0.079764,0.070476,0.059132,0.048836,0.04032,0.03546,0.025168,0.019864,0.014176,0.007548,0.001492,0.043964,0.094692,0.113216,0.105072,0.091872,0.078812,0.068904,0.060472,0.055484,0.0496,0.04562,0.041236,0.036276,0.031448,0.027592,0.02178,0.01596,0.010304,0.005776,0.00192,0.003336,0.023144,0.060168,0.104144,0.145564,0.172048,0.169276,0.136636,0.091476,0.053588,0.027008,0.010616,0.002756,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.014876,0.065532,0.138504,0.192148,0.211676,0.18694,0.123208,0.054176,0.012064,0.000872,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00953_rm.obj,Apartment,0.15947944013981133,1.8293519781785272,1.456507906968014,2.1282862774012568,0.7831883396500078,0.4640864983063627,0.6066266449457264,0.46986160208722,0.9695283800000001,1.0,0.42594601,0.0,0.002332,0.006512,0.007336,0.0275,0.060712,0.072372,0.125616,0.130868,0.173972,0.149352,0.117476,0.059488,0.036376,0.015944,0.007508,0.003712,0.002168,0.00032,0.000436,0.005884,0.020264,0.034924,0.059928,0.084416,0.096644,0.109372,0.130056,0.129084,0.11086,0.08884,0.062136,0.036684,0.01802,0.008188,0.003268,0.00112,0.000256,5.2e-05,4e-06,0.027552,0.056576,0.082036,0.1002,0.110156,0.110796,0.102728,0.089848,0.075328,0.061304,0.048916,0.037992,0.028956,0.021224,0.01586,0.011296,0.008516,0.005476,0.003672,0.001568,0.003628,0.020832,0.051112,0.095744,0.140448,0.17664,0.179116,0.154352,0.104848,0.051244,0.017308,0.003936,0.000712,7.6e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.013228,0.05858,0.110588,0.163532,0.19282,0.185924,0.14318,0.084592,0.035816,0.00992,0.001644,0.000168,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00860_rm.obj,Apartment,0.20666549910903312,2.1200133758052577,1.3012050592155262,1.9725474868796862,0.5690541534499435,0.6712904722546451,0.45397134820821533,0.5069586444186802,1.0,0.66903307,0.49550919,0.0,0.0,0.0,0.0,0.006184,0.012024,0.044808,0.134552,0.133396,0.105768,0.08856,0.070708,0.060556,0.10298,0.136856,0.070868,0.014588,0.010512,0.005644,0.001996,0.004868,0.016884,0.030564,0.04302,0.054868,0.066136,0.078016,0.099696,0.119864,0.111916,0.094536,0.074832,0.056388,0.042568,0.033524,0.025824,0.02726,0.013916,0.00408,0.00124,0.028088,0.064012,0.089588,0.104328,0.10688,0.101228,0.091504,0.080172,0.070868,0.061656,0.052864,0.042912,0.033108,0.024732,0.017796,0.012724,0.00822,0.005244,0.00292,0.001156,0.00244,0.013472,0.034684,0.064616,0.094552,0.126388,0.150916,0.159968,0.144556,0.109184,0.06602,0.026512,0.005752,0.000896,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.008648,0.03586,0.078772,0.123624,0.158032,0.171028,0.163324,0.131388,0.083424,0.035856,0.008924,0.00106,5.6e-05,4e-06,0.0,0.0,0.0,0.0,0.0,0.0
D00869_rm.obj,Apartment,0.3037807051778545,2.698350643923022,1.2982663163245136,1.8824454855774653,0.9215994224214786,0.9618674826311421,0.4772963235888029,0.5312238827958604,1.0,0.60879611,0.5611263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011808,0.04328,0.075332,0.10078,0.071604,0.081716,0.07088,0.059016,0.085392,0.13016,0.114808,0.085812,0.069412,0.004616,0.012424,0.019772,0.026608,0.034912,0.042404,0.048116,0.054952,0.061352,0.066736,0.072868,0.089396,0.092496,0.076084,0.060088,0.049924,0.03984,0.033668,0.03208,0.081664,0.031672,0.065616,0.088284,0.10206,0.104956,0.097428,0.088528,0.080032,0.072228,0.065636,0.055736,0.043832,0.033472,0.024716,0.017716,0.01162,0.007516,0.004616,0.003048,0.001288,0.001924,0.009168,0.0206,0.034344,0.050832,0.069716,0.08812,0.10464,0.114732,0.119424,0.117524,0.100284,0.079084,0.05384,0.027816,0.007484,0.000464,4e-06,0.0,0.0,0.005796,0.0227,0.047748,0.07206,0.097624,0.119348,0.132076,0.133556,0.123852,0.103024,0.074128,0.043624,0.01938,0.004628,0.000428,2.8e-05,0.0,0.0,0.0,0.0
m60_rm.obj,AquaticAnimal,0.04194758900743387,0.7976943405327633,1.1317238905146094,2.550604670332411,0.26285374281033386,0.31184080204581377,0.21436179566676614,0.3920638943508536,1.0,0.40444399,0.34237994,0.0,0.008072,0.046328,0.080976,0.095864,0.170028,0.10818,0.09214,0.071236,0.063352,0.04658,0.037368,0.041616,0.04412,0.03436,0.020616,0.021236,0.016728,0.0012,0.0,0.016596,0.05376,0.096912,0.119348,0.125288,0.117876,0.100232,0.079836,0.063728,0.050872,0.043108,0.038348,0.031752,0.021724,0.012516,0.00994,0.008116,0.006212,0.003404,0.000432,0.080416,0.13138,0.117128,0.09496,0.073536,0.059088,0.051212,0.045516,0.041376,0.038124,0.036028,0.03392,0.032612,0.032432,0.031572,0.030424,0.028112,0.02308,0.014736,0.004348,0.012116,0.07506,0.169212,0.236288,0.225212,0.15714,0.084272,0.032208,0.007624,0.000856,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042484,0.200676,0.31996,0.287108,0.125324,0.02222,0.002148,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m61_rm.obj,AquaticAnimal,0.02933197051091464,0.7696930173237377,1.1061647632578553,4.68616727695847,0.42056065753177074,0.6530905695916374,0.14111897902452009,0.21339400428937405,1.0,0.43904568,0.17561143,0.0,0.0,0.05964,0.132436,0.160444,0.122584,0.096068,0.082836,0.086196,0.081296,0.05042,0.033748,0.017328,0.008996,0.008424,0.014664,0.013824,0.01244,0.009688,0.008968,0.02058,0.061588,0.115764,0.156532,0.143392,0.11538,0.087124,0.068164,0.053792,0.042284,0.0339,0.027652,0.022416,0.016944,0.013172,0.010116,0.006876,0.003268,0.000944,0.000112,0.070944,0.12586,0.115444,0.094908,0.07812,0.065048,0.055528,0.049544,0.044208,0.040824,0.036648,0.035608,0.033288,0.032024,0.031052,0.030664,0.025824,0.02016,0.011244,0.00306,0.013496,0.086256,0.202108,0.280348,0.224388,0.122544,0.050824,0.015964,0.003572,0.000448,5.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04252,0.209684,0.339788,0.291572,0.103116,0.012992,0.000324,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m62_rm.obj,AquaticAnimal,0.024636545562442713,0.9793728907286525,1.2370974887565132,13.684604063849449,0.3702401106050382,0.49533442063213867,0.31903825499600963,0.07307482155378504,1.0,0.72003085,0.10938817,0.0,0.01122,0.054148,0.084896,0.092052,0.083972,0.088352,0.094312,0.1044,0.106884,0.097868,0.068752,0.052024,0.027256,0.015904,0.006072,0.005332,0.004104,0.00178,0.000672,0.01658,0.053168,0.085376,0.099444,0.108336,0.111784,0.112144,0.10588,0.088528,0.069072,0.051464,0.037792,0.02698,0.017144,0.009208,0.004212,0.001848,0.000808,0.0002,3.2e-05,0.073536,0.111724,0.104884,0.0917,0.084032,0.074384,0.065268,0.055452,0.049296,0.04276,0.038708,0.03488,0.030824,0.02876,0.026964,0.024644,0.023116,0.020232,0.014156,0.00468,0.011904,0.078012,0.169464,0.208644,0.181556,0.13554,0.095368,0.061072,0.03632,0.016164,0.004804,0.00102,0.000132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04882,0.220152,0.33524,0.273288,0.10814,0.014088,0.000272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00366_rm.obj,Apartment,0.26203067565062615,2.4047577295635802,1.522038179140635,1.7908422887963285,0.8115087644477782,0.8704263490017813,0.5195761684447255,0.5583964630811382,1.0,0.8938871399999999,0.7194206,0.0,0.0,0.0,0.0,0.003436,0.003788,0.013148,0.034956,0.0597,0.060136,0.099124,0.100368,0.106676,0.106584,0.135184,0.115292,0.086444,0.046484,0.0238,0.00488,0.003536,0.011968,0.021952,0.029148,0.03872,0.046348,0.056016,0.06732,0.08448,0.090428,0.091304,0.092712,0.088416,0.071972,0.056916,0.04598,0.041128,0.031052,0.018404,0.0122,0.02808,0.059756,0.08234,0.099228,0.109616,0.107496,0.097944,0.087508,0.076408,0.064872,0.052388,0.039352,0.03016,0.022008,0.015684,0.010884,0.007524,0.004748,0.002964,0.00104,0.00144,0.007908,0.022332,0.0406,0.061612,0.084408,0.10582,0.124276,0.13726,0.134616,0.113412,0.083872,0.050664,0.024508,0.00664,0.00062,1.2e-05,0.0,0.0,0.0,0.005308,0.022556,0.052404,0.085512,0.113644,0.134956,0.14538,0.14052,0.12192,0.091184,0.0551,0.02426,0.006308,0.000884,6.4e-05,0.0,0.0,0.0,0.0,0.0
m65_rm.obj,AquaticAnimal,0.06066013439666734,1.0674986828546693,1.2405448854499674,2.9230950243216345,0.2818258846808611,0.17570485736067726,0.35005750933316293,0.3421031446735369,1.0,0.6171006,0.39766627,0.0,0.02518,0.04482,0.062688,0.074696,0.096132,0.091344,0.1048,0.097276,0.103056,0.08304,0.073304,0.053536,0.033812,0.015224,0.008752,0.009732,0.006836,0.005908,0.009864,0.015504,0.045304,0.079304,0.097956,0.107876,0.114808,0.11162,0.10108,0.085604,0.066628,0.048976,0.035696,0.029072,0.022008,0.015596,0.01016,0.006708,0.003808,0.001736,0.000556,0.072568,0.11028,0.1075,0.0955,0.083732,0.072096,0.062576,0.055496,0.048716,0.043608,0.039788,0.0354,0.032936,0.030064,0.027844,0.024764,0.021024,0.01746,0.013244,0.005404,0.011904,0.07096,0.141296,0.187444,0.192252,0.159232,0.113168,0.069616,0.035668,0.01334,0.003952,0.00096,0.000208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04572,0.195652,0.276196,0.238092,0.147772,0.06698,0.022732,0.00582,0.00096,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
