filename,class,vertices,faces,face_type,bounding_box
m1122.obj,Biplane,6704,11577,triangles,"{'min_x': 0.025, 'max_x': 0.93572, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.304519}"
m1123.obj,Biplane,1015,1756,triangles,"{'min_x': 0.025, 'max_x': 0.697675, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.318427}"
m1124.obj,Biplane,390,572,triangles,"{'min_x': 0.025, 'max_x': 0.633082, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.240746}"
m1125.obj,Biplane,434,656,triangles,"{'min_x': 0.025, 'max_x': 0.799082, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.274375}"
m1126.obj,Biplane,770,1316,triangles,"{'min_x': 0.025, 'max_x': 0.788134, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.236106}"
m1127.obj,Biplane,354,520,triangles,"{'min_x': 0.025, 'max_x': 0.811053, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.219704}"
m1128.obj,Biplane,718,1232,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.967087, 'min_z': 0.025, 'max_z': 0.241951}"
m1129.obj,Biplane,3351,6272,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.346551, 'min_z': 0.025, 'max_z': 0.699508}"
m1131.obj,Biplane,482,768,triangles,"{'min_x': 0.025, 'max_x': 0.705618, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.196732}"
m1132.obj,Biplane,882,1428,triangles,"{'min_x': 0.025, 'max_x': 0.7227, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.209765}"
m1133.obj,Biplane,624,1024,triangles,"{'min_x': 0.025, 'max_x': 0.769747, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.311217}"
m1134.obj,Biplane,338,512,triangles,"{'min_x': 0.025, 'max_x': 0.542388, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.1732}"
m1135.obj,Biplane,264,360,triangles,"{'min_x': 0.025, 'max_x': 0.545907, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.181047}"
m1136.obj,Biplane,904,1628,triangles,"{'min_x': 0.025, 'max_x': 0.559108, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.233333}"
m1137.obj,Biplane,408,524,triangles,"{'min_x': 0.025, 'max_x': 0.461983, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.199618}"
m1138.obj,Biplane,2050,3586,triangles,"{'min_x': 0.052495, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.907034, 'min_z': 0.025, 'max_z': 0.377887}"
m1139.obj,Biplane,2920,4234,triangles,"{'min_x': 0.025, 'max_x': 0.647434, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.274384}"
m1141.obj,Biplane,11819,23138,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.310844, 'min_z': 0.025, 'max_z': 0.62003}"
m1143.obj,Biplane,3336,6570,triangles,"{'min_x': 0.025, 'max_x': 0.504495, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.209713}"
m1144.obj,Biplane,3627,6736,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.716901, 'min_z': 0.025, 'max_z': 0.291304}"
m1146.obj,Biplane,1700,3016,triangles,"{'min_x': 0.025, 'max_x': 0.88836, 'min_y': 0.025, 'max_y': 0.32216, 'min_z': 0.025, 'max_z': 0.975}"
D00089.obj,Bird,233,462,triangles,"{'min_x': -1.16401, 'max_x': 0.785119, 'min_y': -0.562623, 'max_y': 0.507858, 'min_z': -0.314817, 'max_z': 0.154772}"
D00113.obj,Bird,15871,31702,triangles,"{'min_x': -0.989781, 'max_x': 0.729676, 'min_y': -0.565778, 'max_y': 0.957181, 'min_z': -0.557952, 'max_z': 0.602622}"
D00164.obj,Bird,8188,16135,triangles,"{'min_x': -0.692378, 'max_x': 1.18953, 'min_y': -0.498351, 'max_y': 0.598524, 'min_z': -0.400888, 'max_z': 0.105716}"
D00234.obj,Bird,1247,2468,triangles,"{'min_x': -0.928219, 'max_x': 0.947521, 'min_y': -0.966801, 'max_y': 0.625768, 'min_z': -0.185647, 'max_z': 0.258145}"
D00271.obj,Bird,12813,24753,triangles,"{'min_x': -1.17434, 'max_x': 0.735516, 'min_y': -0.67701, 'max_y': 0.633247, 'min_z': -0.192772, 'max_z': 0.20922}"
D00284.obj,Bird,13253,26516,triangles,"{'min_x': -1.17688, 'max_x': 0.723095, 'min_y': -0.422644, 'max_y': 0.608828, 'min_z': -0.266977, 'max_z': 0.202101}"
D00323.obj,Bird,260,364,triangles,"{'min_x': -0.777682, 'max_x': 1.19869, 'min_y': -0.188336, 'max_y': 0.343315, 'min_z': -0.049014, 'max_z': 0.043661}"
D00386.obj,Bird,1751,3498,triangles,"{'min_x': -1.057619, 'max_x': 0.810894, 'min_y': -0.286252, 'max_y': 0.353767, 'min_z': -0.132731, 'max_z': 0.073903}"
D00438.obj,Bird,1824,3709,triangles,"{'min_x': -1.18694, 'max_x': 0.786275, 'min_y': -0.545674, 'max_y': 0.371307, 'min_z': -0.194944, 'max_z': 0.064915}"
D00442.obj,Bird,9745,17119,triangles,"{'min_x': -0.874312, 'max_x': 0.911395, 'min_y': -0.617021, 'max_y': 0.504857, 'min_z': -0.37487, 'max_z': 0.525607}"
D00546.obj,Bird,1162,2012,triangles,"{'min_x': -1.23614, 'max_x': 0.715362, 'min_y': -0.288082, 'max_y': 0.408477, 'min_z': -0.248996, 'max_z': 0.150496}"
D00599.obj,Bird,1792,3626,triangles,"{'min_x': -1.20739, 'max_x': 0.749861, 'min_y': -0.452237, 'max_y': 0.290011, 'min_z': -0.05299, 'max_z': 0.157614}"
D00625.obj,Bird,1091,1398,triangles,"{'min_x': -0.757887, 'max_x': 1.149855, 'min_y': -0.803401, 'max_y': 0.63741, 'min_z': -0.705727, 'max_z': 0.286246}"
D00689.obj,Bird,2683,5388,triangles,"{'min_x': -1.17894, 'max_x': 0.767141, 'min_y': -0.377306, 'max_y': 0.24427, 'min_z': -0.199, 'max_z': 0.340818}"
D00736.obj,Bird,3947,7898,triangles,"{'min_x': -1.17942, 'max_x': 0.798489, 'min_y': -0.462894, 'max_y': 0.49027, 'min_z': -0.198137, 'max_z': 0.084683}"
D00762.obj,Bird,950,1896,triangles,"{'min_x': -1.0453, 'max_x': 0.749594, 'min_y': -0.723664, 'max_y': 0.858881, 'min_z': -0.387123, 'max_z': 0.264739}"
D00862.obj,Bird,757,1507,triangles,"{'min_x': -0.750402, 'max_x': 1.22133, 'min_y': -0.536856, 'max_y': 0.40871, 'min_z': -0.406756, 'max_z': 0.099096}"
D00922.obj,Bird,903,1794,triangles,"{'min_x': -0.724867, 'max_x': 1.03105, 'min_y': -0.536531, 'max_y': 0.78013, 'min_z': -0.391794, 'max_z': 0.503437}"
D00961.obj,Bird,1344,2734,triangles,"{'min_x': -1.190131, 'max_x': 0.793, 'min_y': -0.684328, 'max_y': 0.444631, 'min_z': -0.061147, 'max_z': 0.192211}"
D00999.obj,Bird,373,744,triangles,"{'min_x': -1.23089, 'max_x': 0.765237, 'min_y': -0.317419, 'max_y': 0.37941, 'min_z': -0.093164, 'max_z': 0.178191}"
m28.obj,Bird,6076,11660,triangles,"{'min_x': 0.025, 'max_x': 0.468681, 'min_y': 0.025, 'max_y': 0.578224, 'min_z': 0.025, 'max_z': 0.975}"
m29.obj,Bird,2972,5878,triangles,"{'min_x': 0.025, 'max_x': 0.346738, 'min_y': 0.025, 'max_y': 0.914682, 'min_z': 0.025, 'max_z': 0.975}"
m30.obj,Bird,390,800,triangles,"{'min_x': 0.025, 'max_x': 0.35945, 'min_y': 0.025, 'max_y': 0.524749, 'min_z': 0.025, 'max_z': 0.975}"
m31.obj,Bird,1802,3548,triangles,"{'min_x': 0.025, 'max_x': 0.500847, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.514588}"
m32.obj,Bird,1129,2246,triangles,"{'min_x': 0.025, 'max_x': 0.382772, 'min_y': 0.025, 'max_y': 0.658333, 'min_z': 0.025, 'max_z': 0.975}"
m33.obj,Bird,3144,6164,triangles,"{'min_x': 0.025, 'max_x': 0.541498, 'min_y': 0.025, 'max_y': 0.692456, 'min_z': 0.025, 'max_z': 0.975}"
m34.obj,Bird,233,462,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.257154, 'min_z': 0.025, 'max_z': 0.544293}"
m35.obj,Bird,699,1394,triangles,"{'min_x': 0.025, 'max_x': 0.792373, 'min_y': 0.025, 'max_y': 0.63608, 'min_z': 0.025, 'max_z': 0.975}"
m36.obj,Bird,1289,2503,triangles,"{'min_x': 0.025, 'max_x': 0.944541, 'min_y': 0.025, 'max_y': 0.808922, 'min_z': 0.025, 'max_z': 0.975}"
m37.obj,Bird,567,1130,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.437258, 'min_z': 0.025, 'max_z': 0.746203}"
m38.obj,Bird,464,928,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.260681, 'min_z': 0.025, 'max_z': 0.292609}"
m39.obj,Bird,649,1156,triangles,"{'min_x': 0.025, 'max_x': 0.883574, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.259557}"
m40.obj,Bird,2684,5390,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.284845, 'min_z': 0.025, 'max_z': 0.347879}"
m41.obj,Bird,1824,3709,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.147249, 'min_z': 0.025, 'max_z': 0.467716}"
m42.obj,Bird,116,265,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.210109, 'min_z': 0.025, 'max_z': 0.497043}"
m43.obj,Bird,41,54,triangles,"{'min_x': 0.025, 'max_x': 0.927106, 'min_y': 0.025, 'max_y': 0.606166, 'min_z': 0.025, 'max_z': 0.975}"
m44.obj,Bird,401,798,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.458833, 'min_z': 0.025, 'max_z': 0.2663}"
m45.obj,Bird,16542,33072,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.290348, 'min_z': 0.025, 'max_z': 0.486435}"
m47.obj,Bird,101,165,triangles,"{'min_x': 0.025, 'max_x': 0.695803, 'min_y': 0.025, 'max_y': 0.148154, 'min_z': 0.025, 'max_z': 0.975}"
m48.obj,Bird,427,824,triangles,"{'min_x': 0.025, 'max_x': 0.488025, 'min_y': 0.025, 'max_y': 0.456093, 'min_z': 0.025, 'max_z': 0.975}"
m49.obj,Bird,2329,4364,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.800992, 'min_z': 0.025, 'max_z': 0.691101}"
m50.obj,Bird,93,182,triangles,"{'min_x': 0.025, 'max_x': 0.406048, 'min_y': 0.025, 'max_y': 0.564283, 'min_z': 0.025, 'max_z': 0.975}"
m51.obj,Bird,309,598,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.479684, 'min_z': 0.025, 'max_z': 0.551688}"
m52.obj,Bird,294,560,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.620667, 'min_z': 0.025, 'max_z': 0.909953}"
D01009.obj,Bookset,444,3156,triangles,"{'min_x': 0.0, 'max_x': 0.42, 'min_y': 0.0, 'max_y': 0.26, 'min_z': 0.0, 'max_z': 0.27}"
D01013.obj,Bookset,320,816,triangles,"{'min_x': -0.050712, 'max_x': 0.215194, 'min_y': 0.207686, 'max_y': 0.665613, 'min_z': 0.0, 'max_z': 0.2798}"
D01030.obj,Bookset,208,1152,triangles,"{'min_x': 0.0, 'max_x': 0.421721, 'min_y': 0.0, 'max_y': 0.306934, 'min_z': 0.0, 'max_z': 0.347472}"
D01038.obj,Bookset,2208,14844,triangles,"{'min_x': 4.969709, 'max_x': 5.194114, 'min_y': 3.424974, 'max_y': 4.391839, 'min_z': 0.37465, 'max_z': 0.73787}"
D01042.obj,Bookset,668,2373,triangles,"{'min_x': -1.910849, 'max_x': -1.673169, 'min_y': 0.678389, 'max_y': 0.885973, 'min_z': -0.056548, 'max_z': 0.221452}"
D01050.obj,Bookset,140,780,triangles,"{'min_x': 0.0, 'max_x': 0.275274, 'min_y': 0.0, 'max_y': 0.28956, 'min_z': 0.0, 'max_z': 0.318973}"
D01065.obj,Bookset,360,918,triangles,"{'min_x': 3.387116, 'max_x': 3.888541, 'min_y': 0.448335, 'max_y': 0.714241, 'min_z': -0.0004, 'max_z': 0.2794}"
D01078.obj,Bookset,1203,6861,triangles,"{'min_x': 0.273999, 'max_x': 0.580868, 'min_y': 0.229734, 'max_y': 0.350384, 'min_z': 0.0, 'max_z': 0.17145}"
D01096.obj,Bookset,624,2544,triangles,"{'min_x': 0.0, 'max_x': 0.534848, 'min_y': 0.0, 'max_y': 0.29726, 'min_z': 0.0, 'max_z': 0.300496}"
D01108.obj,Bookset,1628,9798,triangles,"{'min_x': 0.172598, 'max_x': 0.333604, 'min_y': 0.055124, 'max_y': 0.453997, 'min_z': 1.616453, 'max_z': 1.889558}"
D01109.obj,Bookset,1203,6861,triangles,"{'min_x': 0.0, 'max_x': 0.21717, 'min_y': 0.0, 'max_y': 0.306869, 'min_z': 0.0, 'max_z': 0.269177}"
D01110.obj,Bookset,166,936,triangles,"{'min_x': 0.0, 'max_x': 0.268736, 'min_y': 0.0, 'max_y': 0.28956, 'min_z': 0.0, 'max_z': 0.347472}"
D01122.obj,Bookset,110,624,triangles,"{'min_x': 0.0, 'max_x': 0.198004, 'min_y': -0.020638, 'max_y': 0.105497, 'min_z': 0.0, 'max_z': 0.145403}"
D01135.obj,Bookset,1645,10185,triangles,"{'min_x': -0.321083, 'max_x': 10.181497, 'min_y': -0.215404, 'max_y': 4.381266, 'min_z': -0.009347, 'max_z': 5.036256}"
D01146.obj,Bookset,2694,7149,triangles,"{'min_x': 2.10781, 'max_x': 2.82142, 'min_y': 2.01541, 'max_y': 2.3333, 'min_z': 0.0, 'max_z': 0.318973}"
D01182.obj,Bookset,188,1020,triangles,"{'min_x': -0.108086, 'max_x': 0.072563, 'min_y': 0.013947, 'max_y': 0.246285, 'min_z': 0.0, 'max_z': 0.24173}"
D01183.obj,Bookset,891,3231,triangles,"{'min_x': 1.038993, 'max_x': 2.955486, 'min_y': -0.216593, 'max_y': 0.965678, 'min_z': -8.1e-05, 'max_z': 1.732709}"
D01184.obj,Bookset,247,1557,triangles,"{'min_x': 0.0, 'max_x': 0.191003, 'min_y': -0.0, 'max_y': 0.230709, 'min_z': 0.0, 'max_z': 0.326618}"
D01190.obj,Bookset,2417,14484,triangles,"{'min_x': -1.3e-05, 'max_x': 0.164425, 'min_y': -2.411233, 'max_y': -1.676628, 'min_z': 0.041233, 'max_z': 0.316375}"
D01199.obj,Bookset,240,1524,triangles,"{'min_x': 0.0, 'max_x': 13.521808, 'min_y': 0.0, 'max_y': 7.627565, 'min_z': -0.233235, 'max_z': 7.392814}"
D00020.obj,Bottle,971,1710,triangles,"{'min_x': -0.790026, 'max_x': 0.882518, 'min_y': -0.214855, 'max_y': 0.221754, 'min_z': -0.229202, 'max_z': 0.192811}"
D00123.obj,Bottle,1067,2044,triangles,"{'min_x': -0.785998, 'max_x': 0.781472, 'min_y': -0.272641, 'max_y': 0.122641, 'min_z': -0.188644, 'max_z': 0.175108}"
D00139.obj,Bottle,2452,4860,triangles,"{'min_x': -0.918061, 'max_x': 0.728216, 'min_y': -0.211906, 'max_y': 0.193114, 'min_z': -0.194712, 'max_z': 0.203996}"
D00166.obj,Bottle,23142,45936,triangles,"{'min_x': -0.815243, 'max_x': 0.919484, 'min_y': -0.387408, 'max_y': 0.446434, 'min_z': -0.272684, 'max_z': 0.283991}"
D00176.obj,Bottle,7138,14272,triangles,"{'min_x': -0.718902, 'max_x': 0.987358, 'min_y': -0.22924, 'max_y': 0.32021, 'min_z': -0.268809, 'max_z': 0.262583}"
D00208.obj,Bottle,2000,3640,triangles,"{'min_x': -0.951203, 'max_x': 0.75863, 'min_y': -0.268748, 'max_y': 0.267936, 'min_z': -0.243702, 'max_z': 0.250368}"
D00281.obj,Bottle,1304,1764,triangles,"{'min_x': -0.803887, 'max_x': 0.904402, 'min_y': -0.328824, 'max_y': 0.192929, 'min_z': -0.284716, 'max_z': 0.233906}"
D00311.obj,Bottle,829,1448,triangles,"{'min_x': -0.831219, 'max_x': 0.878387, 'min_y': -0.338461, 'max_y': 0.349036, 'min_z': -0.336791, 'max_z': 0.344165}"
D00347.obj,Bottle,2426,4438,triangles,"{'min_x': -1.01519, 'max_x': 0.565986, 'min_y': -0.171, 'max_y': 0.262845, 'min_z': -0.213249, 'max_z': 0.218416}"
D00350.obj,Bottle,569,921,triangles,"{'min_x': -0.894669, 'max_x': 0.867081, 'min_y': -0.219912, 'max_y': 0.226588, 'min_z': -0.214901, 'max_z': 0.262761}"
D00390.obj,Bottle,1499,2742,triangles,"{'min_x': -0.598016, 'max_x': 0.998903, 'min_y': -0.500791, 'max_y': 0.328432, 'min_z': -0.411989, 'max_z': 0.406055}"
D00451.obj,Bottle,11448,18236,triangles,"{'min_x': -0.608839, 'max_x': 0.952938, 'min_y': -0.461541, 'max_y': 0.284476, 'min_z': -0.356345, 'max_z': 0.333426}"
D00679.obj,Bottle,12640,23052,triangles,"{'min_x': -0.906925, 'max_x': 0.809482, 'min_y': -0.229951, 'max_y': 0.305606, 'min_z': -0.271177, 'max_z': 0.25847}"
D00696.obj,Bottle,13754,25850,triangles,"{'min_x': -1.0443, 'max_x': 0.652995, 'min_y': -0.155084, 'max_y': 0.302059, 'min_z': -0.20046, 'max_z': 0.209835}"
D00711.obj,Bottle,192,336,triangles,"{'min_x': -0.859195, 'max_x': 1.04485, 'min_y': -0.381496, 'max_y': 0.461388, 'min_z': -0.401455, 'max_z': 0.427899}"
D00716.obj,Bottle,446,856,triangles,"{'min_x': -0.881118, 'max_x': 0.954585, 'min_y': -0.445327, 'max_y': 0.519924, 'min_z': -0.163849, 'max_z': 0.155909}"
D00726.obj,Bottle,10163,18390,triangles,"{'min_x': -1.36136, 'max_x': 0.600657, 'min_y': -0.332344, 'max_y': 0.276589, 'min_z': -0.318716, 'max_z': 0.290957}"
D00892.obj,Bottle,2474,4940,triangles,"{'min_x': -0.674448, 'max_x': 1.01623, 'min_y': -0.151915, 'max_y': 0.287525, 'min_z': -0.214476, 'max_z': 0.213408}"
D00940.obj,Bottle,737,1242,triangles,"{'min_x': -1.07424, 'max_x': 0.731591, 'min_y': -0.303107, 'max_y': 0.475795, 'min_z': -0.398902, 'max_z': 0.372505}"
D00959.obj,Bottle,479,892,triangles,"{'min_x': -0.808843, 'max_x': 0.69574, 'min_y': -0.275198, 'max_y': 0.10899, 'min_z': -0.198302, 'max_z': 0.186067}"
m482.obj,Bottle,542,950,triangles,"{'min_x': 0.025, 'max_x': 0.289643, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.292987}"
m483.obj,Bottle,371,620,triangles,"{'min_x': 0.025, 'max_x': 0.261391, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.261391}"
m484.obj,Bottle,460,888,triangles,"{'min_x': 0.025, 'max_x': 0.288882, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.28906}"
m485.obj,Bottle,526,936,triangles,"{'min_x': 0.025, 'max_x': 0.289643, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.289643}"
m486.obj,Bottle,2101,3894,triangles,"{'min_x': 0.025, 'max_x': 0.301499, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.302639}"
m487.obj,Bottle,133,290,triangles,"{'min_x': 0.025, 'max_x': 0.313404, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.313404}"
m488.obj,Bottle,144,284,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.375332, 'min_z': 0.025, 'max_z': 0.375214}"
m489.obj,Bottle,558,1055,triangles,"{'min_x': 0.025, 'max_x': 0.343244, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.328845}"
m490.obj,Bottle,574,1075,triangles,"{'min_x': 0.025, 'max_x': 0.363345, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.363345}"
m491.obj,Bottle,544,997,triangles,"{'min_x': 0.025, 'max_x': 0.549945, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.465025}"
m492.obj,Bottle,360,724,triangles,"{'min_x': 0.025, 'max_x': 0.295008, 'min_y': 0.025, 'max_y': 0.295005, 'min_z': 0.025, 'max_z': 0.975}"
m382.obj,BuildingNonResidential,252,400,triangles,"{'min_x': 0.025, 'max_x': 0.944817, 'min_y': 0.025, 'max_y': 0.670641, 'min_z': 0.025, 'max_z': 0.975}"
m383.obj,BuildingNonResidential,2328,4460,triangles,"{'min_x': 0.025, 'max_x': 0.63328, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.588135}"
m384.obj,BuildingNonResidential,2984,4686,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.289902, 'min_z': 0.025, 'max_z': 0.871086}"
m385.obj,BuildingNonResidential,674,918,triangles,"{'min_x': 0.025, 'max_x': 0.899, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.626562}"
m386.obj,BuildingNonResidential,532,1008,triangles,"{'min_x': 0.025, 'max_x': 0.950794, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.940744}"
m387.obj,BuildingNonResidential,844,1668,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.422906, 'min_z': 0.025, 'max_z': 0.920334}"
m389.obj,BuildingNonResidential,2509,5100,triangles,"{'min_x': 0.025, 'max_x': 0.74158, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.650205}"
m390.obj,BuildingNonResidential,40,45,triangles,"{'min_x': 0.025, 'max_x': 0.846817, 'min_y': 0.032235, 'max_y': 0.752337, 'min_z': 0.025, 'max_z': 0.952219}"
m391.obj,BuildingNonResidential,246,274,triangles,"{'min_x': 0.025, 'max_x': 0.608136, 'min_y': 0.025, 'max_y': 0.804944, 'min_z': 0.025, 'max_z': 0.975}"
m392.obj,BuildingNonResidential,33,80,triangles,"{'min_x': 0.025, 'max_x': 0.816667, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.341667}"
m393.obj,BuildingNonResidential,241,326,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.635937, 'min_z': 0.025, 'max_z': 0.847742}"
m394.obj,BuildingNonResidential,750,1246,triangles,"{'min_x': 0.025, 'max_x': 0.898423, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.898642}"
m395.obj,BuildingNonResidential,630,696,triangles,"{'min_x': 0.025, 'max_x': 0.928504, 'min_y': 0.025, 'max_y': 0.973995, 'min_z': 0.025, 'max_z': 0.975}"
m396.obj,BuildingNonResidential,445,470,triangles,"{'min_x': 0.025, 'max_x': 0.949627, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.825751}"
m397.obj,BuildingNonResidential,1362,2680,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.927504, 'min_z': 0.025, 'max_z': 0.974999}"
m398.obj,BuildingNonResidential,498,936,triangles,"{'min_x': 0.025, 'max_x': 0.870248, 'min_y': 0.025, 'max_y': 0.642704, 'min_z': 0.025, 'max_z': 0.975}"
m399.obj,BuildingNonResidential,7530,13536,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.607391, 'min_z': 0.025, 'max_z': 0.971631}"
m400.obj,BuildingNonResidential,488,840,triangles,"{'min_x': 0.025, 'max_x': 0.778448, 'min_y': 0.025, 'max_y': 0.788603, 'min_z': 0.025, 'max_z': 0.975}"
m401.obj,BuildingNonResidential,6936,13373,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.20617, 'min_z': 0.025, 'max_z': 0.975}"
m402.obj,BuildingNonResidential,21288,41661,triangles,"{'min_x': 0.025, 'max_x': 0.65003, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.665527}"
m404.obj,BuildingNonResidential,1054,2752,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.427949, 'min_z': 0.025, 'max_z': 0.745506}"
m405.obj,BuildingNonResidential,21009,41835,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.869668, 'min_z': 0.025, 'max_z': 0.944047}"
m406.obj,BuildingNonResidential,7328,13892,triangles,"{'min_x': 0.025, 'max_x': 0.703779, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.678502}"
m407.obj,BuildingNonResidential,229,404,triangles,"{'min_x': 0.025, 'max_x': 0.799381, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.756027}"
m408.obj,BuildingNonResidential,1252,2372,triangles,"{'min_x': 0.025, 'max_x': 0.644812, 'min_y': 0.025, 'max_y': 0.592935, 'min_z': 0.025, 'max_z': 0.975}"
m409.obj,BuildingNonResidential,1509,1988,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.221457, 'min_z': 0.025, 'max_z': 0.708173}"
m410.obj,BuildingNonResidential,1217,2076,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.441981, 'min_z': 0.025, 'max_z': 0.945721}"
m412.obj,BuildingNonResidential,1990,2820,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.12811, 'min_z': 0.025, 'max_z': 0.511585}"
m413.obj,BuildingNonResidential,3749,7282,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.880604, 'min_z': 0.025, 'max_z': 0.882794}"
m414.obj,BuildingNonResidential,1056,1944,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.724105, 'min_z': 0.025, 'max_z': 0.975}"
m415.obj,BuildingNonResidential,508,956,triangles,"{'min_x': 0.025, 'max_x': 0.695588, 'min_y': 0.025, 'max_y': 0.460882, 'min_z': 0.025, 'max_z': 0.975}"
m416.obj,BuildingNonResidential,7056,13542,triangles,"{'min_x': 0.025, 'max_x': 0.515574, 'min_y': 0.025, 'max_y': 0.412632, 'min_z': 0.025, 'max_z': 0.975}"
